panel,run_id,condition,learning_rate,step,value_raw,value_plot,smoothed
train_loss,7yhh71ob,norm-only,0.001,9600,84.0456314086914,267.76484060890385,true
train_loss,7yhh71ob,norm-only,0.001,9800,74.18380737304688,248.40673728531817,true
train_loss,7yhh71ob,norm-only,0.001,10000,86.11628723144531,232.17769227993088,true
train_loss,7yhh71ob,norm-only,0.001,10200,74.95197296142578,216.45512034808038,true
train_loss,7yhh71ob,norm-only,0.001,10400,86.28762817382812,203.43837113065516,true
train_loss,7yhh71ob,norm-only,0.001,10600,95.99282836914062,192.6938168545037,true
train_loss,7yhh71ob,norm-only,0.001,10800,82.2773208618164,181.65216725523499,true
train_loss,7yhh71ob,norm-only,0.001,11000,66.18974304199219,170.1059248339107,true
train_loss,7yhh71ob,norm-only,0.001,11200,74.5929946899414,160.5546318195138,true
train_loss,7yhh71ob,norm-only,0.001,11400,57.54049301147461,150.25321793870987,true
train_loss,7yhh71ob,norm-only,0.001,11600,68.98223876953125,142.12612002179202,true
train_loss,7yhh71ob,norm-only,0.001,11800,81.9783706665039,136.1113450862632,true
train_loss,7yhh71ob,norm-only,0.001,12000,67.6739501953125,129.26760559716814,true
train_loss,7yhh71ob,norm-only,0.001,12200,78.98200988769531,124.23904602622086,true
train_loss,7yhh71ob,norm-only,0.001,12400,67.62633514404297,118.57777493800307,true
train_loss,7yhh71ob,norm-only,0.001,12600,72.16082763671875,113.93608020787465,true
train_loss,7yhh71ob,norm-only,0.001,12800,71.91351318359375,109.73382350544657,true
train_loss,7yhh71ob,norm-only,0.001,13000,53.19810104370117,104.08025125927203,true
train_loss,7yhh71ob,norm-only,0.001,13200,64.66719055175781,100.13894518852061,true
train_loss,7yhh71ob,norm-only,0.001,13400,60.65930938720703,96.19098160838925,true
train_loss,7yhh71ob,norm-only,0.001,13600,54.079795837402344,91.97986303129056,true
train_loss,7yhh71ob,norm-only,0.001,13800,54.86895751953125,88.26877248011463,true
train_loss,7yhh71ob,norm-only,0.001,14000,81.8864517211914,87.63054040422232,true
train_loss,7yhh71ob,norm-only,0.001,14200,51.34168243408203,84.00165460720828,true
train_loss,7yhh71ob,norm-only,0.001,14400,52.65931701660156,80.8674208481476,true
train_loss,7yhh71ob,norm-only,0.001,14600,50.41147994995117,77.82182675832796,true
train_loss,7yhh71ob,norm-only,0.001,14800,57.536991119384766,75.79334319443363,true
train_loss,7yhh71ob,norm-only,0.001,15000,44.687767028808594,72.68278557787113,true
train_loss,5ujom07p,norm-only,0.01,0,23464.28515625,23464.28515625,true
train_loss,5ujom07p,norm-only,0.01,200,439.629150390625,21161.81955566406,true
train_loss,5ujom07p,norm-only,0.01,400,282.26007080078125,19073.863607177733,true
train_loss,5ujom07p,norm-only,0.01,600,219.63803100585938,17188.441049560544,true
train_loss,5ujom07p,norm-only,0.01,800,214.72512817382812,15491.069457421874,true
train_loss,5ujom07p,norm-only,0.01,1000,172.36538696289062,13959.199050375975,true
train_loss,5ujom07p,norm-only,0.01,1200,172.0456085205078,12580.483706190429,true
train_loss,5ujom07p,norm-only,0.01,1400,131.5019073486328,11335.58552630625,true
train_loss,5ujom07p,norm-only,0.01,1600,116.87440490722656,10213.714414166348,true
train_loss,5ujom07p,norm-only,0.01,1800,150.27239990234375,9207.370212739948,true
train_loss,5ujom07p,norm-only,0.01,2000,147.51837158203125,8301.385028624156,true
train_loss,5ujom07p,norm-only,0.01,2200,120.4822769165039,7483.2947534533905,true
train_loss,5ujom07p,norm-only,0.01,2400,117.8323745727539,6746.748515565327,true
train_loss,5ujom07p,norm-only,0.01,2600,104.9751968383789,6082.571183692632,true
train_loss,5ujom07p,norm-only,0.01,2800,86.82562255859375,5482.996627579228,true
train_loss,5ujom07p,norm-only,0.01,3000,82.93617248535156,4942.9905820698405,true
train_loss,5ujom07p,norm-only,0.01,3200,92.94880676269531,4457.986404539126,true
train_loss,5ujom07p,norm-only,0.01,3400,88.45089721679688,4021.0328538068934,true
train_loss,5ujom07p,norm-only,0.01,3600,91.32916259765625,3628.06248468597,true
train_loss,5ujom07p,norm-only,0.01,3800,151.71627807617188,3280.4278640249904,true
train_loss,5ujom07p,norm-only,0.01,4000,77.88903045654297,2960.1739806681458,true
train_loss,5ujom07p,norm-only,0.01,4200,63.374942779541016,2670.4940768792853,true
train_loss,5ujom07p,norm-only,0.01,4400,67.45368194580078,2410.1900373859366,true
train_loss,5ujom07p,norm-only,0.01,4600,75.97480010986328,2176.768513658329,true
train_loss,5ujom07p,norm-only,0.01,4800,136.28292846679688,1972.719955139176,true
train_loss,5ujom07p,norm-only,0.01,5000,58.953880310058594,1781.3433476562643,true
train_loss,5ujom07p,norm-only,0.01,5200,68.99298858642578,1610.1083117492806,true
train_loss,5ujom07p,norm-only,0.01,5400,61.389583587646484,1455.2364389331174,true
train_loss,5ujom07p,norm-only,0.01,5600,54.62164306640625,1315.1749593464465,true
train_loss,5ujom07p,norm-only,0.01,5800,58.5102424621582,1189.5084876580177,true
train_loss,5ujom07p,norm-only,0.01,6000,52.390419006347656,1075.7966807928506,true
train_loss,5ujom07p,norm-only,0.01,6200,73.5558853149414,975.5726012450597,true
train_loss,5ujom07p,norm-only,0.01,6400,52.793067932128906,883.2946479137665,true
train_loss,5ujom07p,norm-only,0.01,6600,54.546024322509766,800.419785554641,true
train_loss,5ujom07p,norm-only,0.01,6800,51.0045166015625,725.4782586593332,true
train_loss,5ujom07p,norm-only,0.01,7000,81.53325653076172,661.083758446476,true
train_loss,5ujom07p,norm-only,0.01,7200,49.15104293823242,599.8904868956516,true
train_loss,5ujom07p,norm-only,0.01,7400,51.51863479614258,545.0533016857007,true
train_loss,5ujom07p,norm-only,0.01,7600,50.88649368286133,495.6366208854168,true
train_loss,5ujom07p,norm-only,0.01,7800,63.30396270751953,452.4033550676271,true
train_loss,5ujom07p,norm-only,0.01,8000,44.30033874511719,411.59305343537613,true
train_loss,5ujom07p,norm-only,0.01,8200,42.31262969970703,374.66501106180925,true
train_loss,5ujom07p,norm-only,0.01,8400,43.92771911621094,341.5912818672494,true
train_loss,5ujom07p,norm-only,0.01,8600,49.01982498168945,312.33413617869337,true
train_loss,5ujom07p,norm-only,0.01,8800,47.83125686645508,285.8838482474696,true
train_loss,5ujom07p,norm-only,0.01,9000,46.41163635253906,261.9366270579766,true
train_loss,5ujom07p,norm-only,0.01,9200,42.05461502075195,239.9484258542541,true
train_loss,5ujom07p,norm-only,0.01,9400,45.94852066040039,220.54843533486874,true
train_loss,5ujom07p,norm-only,0.01,9600,43.98095703125,202.89168750450688,true
train_loss,5ujom07p,norm-only,0.01,9800,38.93688201904297,186.4962069559605,true
train_loss,5ujom07p,norm-only,0.01,10000,39.347190856933594,171.78130534605782,true
train_loss,5ujom07p,norm-only,0.01,10200,44.01948547363281,159.00512335881533,true
train_loss,5ujom07p,norm-only,0.01,10400,35.590206146240234,146.6636316375578,true
train_loss,5ujom07p,norm-only,0.01,10600,45.40929412841797,136.53819788664381,true
train_loss,5ujom07p,norm-only,0.01,10800,37.63724136352539,126.64810223433197,true
train_loss,5ujom07p,norm-only,0.01,11000,33.34260940551758,117.31755295145054,true
train_loss,5ujom07p,norm-only,0.01,11200,41.34356689453125,109.72015434575862,true
train_loss,5ujom07p,norm-only,0.01,11400,38.178497314453125,102.56598864262806,true
train_loss,5ujom07p,norm-only,0.01,11600,34.390201568603516,95.74840993522561,true
train_loss,5ujom07p,norm-only,0.01,11800,40.70469284057617,90.24403822576068,true
train_loss,5ujom07p,norm-only,0.01,12000,40.46231460571289,85.2658658637559,true
train_loss,5ujom07p,norm-only,0.01,12200,38.56108093261719,80.59538737064204,true
train_loss,5ujom07p,norm-only,0.01,12400,36.93081283569336,76.22892991714718,true
train_loss,5ujom07p,norm-only,0.01,12600,34.720882415771484,72.07812516700962,true
train_loss,5ujom07p,norm-only,0.01,12800,61.943687438964844,71.06468139420514,true
train_loss,5ujom07p,norm-only,0.01,13000,43.041587829589844,68.2623720377436,true
train_loss,5ujom07p,norm-only,0.01,13200,28.956850051879883,64.33181983915723,true
train_loss,5ujom07p,norm-only,0.01,13400,33.597843170166016,61.25842217225811,true
train_loss,5ujom07p,norm-only,0.01,13600,34.713035583496094,58.60388351338191,true
train_loss,5ujom07p,norm-only,0.01,13800,27.18979835510254,55.462474997553976,true
train_loss,5ujom07p,norm-only,0.01,14000,28.7315673828125,52.789384236079826,true
train_loss,5ujom07p,norm-only,0.01,14200,22.939781188964844,49.804423931368326,true
train_loss,5ujom07p,norm-only,0.01,14400,48.50285720825195,49.67426725905669,true
train_loss,5ujom07p,norm-only,0.01,14600,27.167943954467773,47.4236349285978,true
train_loss,5ujom07p,norm-only,0.01,14800,24.12655258178711,45.09392669391673,true
train_loss,5ujom07p,norm-only,0.01,15000,25.87057113647461,43.171591138172516,true
train_loss,7tf00man,norm-only,0.03,0,23847.82421875,23847.82421875,true
train_loss,7tf00man,norm-only,0.03,200,396.6015930175781,21502.70195617676,true
train_loss,7tf00man,norm-only,0.03,400,282.7759704589844,19380.70935760498,true
train_loss,7tf00man,norm-only,0.03,600,395.33441162109375,17482.17186300659,true
train_loss,7tf00man,norm-only,0.03,800,224.19508361816406,15756.374185067749,true
train_loss,7tf00man,norm-only,0.03,1000,158.84007263183594,14196.620773824157,true
train_loss,7tf00man,norm-only,0.03,1200,170.88128662109375,12794.046825103851,true
train_loss,7tf00man,norm-only,0.03,1400,164.6690673828125,11531.109049331748,true
train_loss,7tf00man,norm-only,0.03,1600,176.63314819335938,10395.661459217908,true
train_loss,7tf00man,norm-only,0.03,1800,196.79208374023438,9375.774521670142,true
train_loss,7tf00man,norm-only,0.03,2000,122.38935089111328,8450.43600459224,true
train_loss,7tf00man,norm-only,0.03,2200,135.0701141357422,7618.899415546591,true
train_loss,7tf00man,norm-only,0.03,2400,122.60030364990234,6869.269504356922,true
train_loss,7tf00man,norm-only,0.03,2600,129.2282257080078,6195.2653764920315,true
train_loss,7tf00man,norm-only,0.03,2800,95.34050750732422,5585.272889593561,true
train_loss,7tf00man,norm-only,0.03,3000,143.20724487304688,5041.066325121509,true
train_loss,7tf00man,norm-only,0.03,3200,192.17665100097656,4556.1773577094555,true
train_loss,7tf00man,norm-only,0.03,3400,201.1970977783203,4120.679331716342,true
train_loss,7tf00man,norm-only,0.03,3600,109.4411392211914,3719.5555124668267,true
train_loss,7tf00man,norm-only,0.03,3800,214.9959716796875,3369.0995583881127,true
train_loss,7tf00man,norm-only,0.03,4000,128.85946655273438,3045.075549204575,true
train_loss,7tf00man,norm-only,0.03,4200,109.63440704345703,2751.5314349884634,true
train_loss,7tf00man,norm-only,0.03,4400,90.5278091430664,2485.4310724039237,true
train_loss,7tf00man,norm-only,0.03,4600,82.83834838867188,2245.171800002399,true
train_loss,7tf00man,norm-only,0.03,4800,193.851806640625,2040.0398006662215,true
train_loss,7tf00man,norm-only,0.03,5000,91.80624389648438,1845.216444989248,true
train_loss,7tf00man,norm-only,0.03,5200,85.12994384765625,1669.2077948750887,true
train_loss,7tf00man,norm-only,0.03,5400,99.2078857421875,1512.2078039617986,true
train_loss,7tf00man,norm-only,0.03,5600,113.21397399902344,1372.308420965521,true
train_loss,7tf00man,norm-only,0.03,5800,86.11417388916016,1243.6889962578848,true
train_loss,7tf00man,norm-only,0.03,6000,78.77671813964844,1127.1977684460612,true
train_loss,7tf00man,norm-only,0.03,6200,77.27100372314453,1022.2050919737695,true
train_loss,7tf00man,norm-only,0.03,6400,81.20513153076172,928.1050959294688,true
train_loss,7tf00man,norm-only,0.03,6600,67.1139144897461,842.0059777854965,true
train_loss,7tf00man,norm-only,0.03,6800,95.66255187988281,767.3716351949352,true
train_loss,7tf00man,norm-only,0.03,7000,77.75271606445312,698.409743281887,true
train_loss,7tf00man,norm-only,0.03,7200,69.8021011352539,635.5489790672236,true
train_loss,7tf00man,norm-only,0.03,7400,67.42457580566406,578.7365387410678,true
train_loss,7tf00man,norm-only,0.03,7600,64.11040496826172,527.2739253637873,true
train_loss,7tf00man,norm-only,0.03,7800,67.5083999633789,481.29737282374646,true
train_loss,7tf00man,norm-only,0.03,8000,60.83267593383789,439.25090313475556,true
train_loss,7tf00man,norm-only,0.03,8200,72.12373352050781,402.5381861733308,true
train_loss,7tf00man,norm-only,0.03,8400,60.65546417236328,368.34991397323404,true
train_loss,7tf00man,norm-only,0.03,8600,54.882564544677734,337.0031790303784,true
train_loss,7tf00man,norm-only,0.03,8800,87.37589263916016,312.04045039125657,true
train_loss,7tf00man,norm-only,0.03,9000,59.01871871948242,286.7382772240791,true
train_loss,7tf00man,norm-only,0.03,9200,58.49705505371094,263.9141550070423,true
train_loss,7tf00man,norm-only,0.03,9400,61.69358444213867,243.69209795055195,true
train_loss,7tf00man,norm-only,0.03,9600,54.309356689453125,224.7538238244421,true
train_loss,7tf00man,norm-only,0.03,9800,56.301536560058594,207.90859509800376,true
train_loss,7tf00man,norm-only,0.03,10000,49.57237243652344,192.07497283185572,true
train_loss,7tf00man,norm-only,0.03,10200,53.061092376708984,178.17358478634105,true
train_loss,7tf00man,norm-only,0.03,10400,56.859066009521484,166.04213290865908,true
train_loss,7tf00man,norm-only,0.03,10600,49.17719650268555,154.35563926806174,true
train_loss,7tf00man,norm-only,0.03,10800,48.06964111328125,143.72703945258368,true
train_loss,7tf00man,norm-only,0.03,11000,39.224205017089844,133.2767560090343,true
train_loss,7tf00man,norm-only,0.03,11200,42.200927734375,124.16917318156837,true
train_loss,7tf00man,norm-only,0.03,11400,46.71598815917969,116.42385467932951,true
train_loss,7tf00man,norm-only,0.03,11600,68.00267791748047,111.5817370031446,true
train_loss,7tf00man,norm-only,0.03,11800,58.46566390991211,106.27012969382135,true
train_loss,7tf00man,norm-only,0.03,12000,40.76072311401367,99.71918903584057,true
train_loss,7tf00man,norm-only,0.03,12200,41.08217239379883,93.8554873716364,true
train_loss,7tf00man,norm-only,0.03,12400,36.93574142456055,88.16351277692883,true
train_loss,7tf00man,norm-only,0.03,12600,41.5653076171875,83.50369226095471,true
train_loss,7tf00man,norm-only,0.03,12800,40.11528396606445,79.16485143146569,true
train_loss,7tf00man,norm-only,0.03,13000,45.074581146240234,75.75582440294315,true
train_loss,7tf00man,norm-only,0.03,13200,46.282527923583984,72.80849475500723,true
train_loss,7tf00man,norm-only,0.03,13400,37.4580078125,69.27344606075651,true
train_loss,7tf00man,norm-only,0.03,13600,38.82543182373047,66.2286446370539,true
train_loss,7tf00man,norm-only,0.03,13800,44.849769592285156,64.09075713257702,true
train_loss,7tf00man,norm-only,0.03,14000,38.95331954956055,61.57701337427538,true
train_loss,7tf00man,norm-only,0.03,14200,32.094242095947266,58.62873624644257,true
train_loss,7tf00man,norm-only,0.03,14400,33.944679260253906,56.160330547823705,true
train_loss,7tf00man,norm-only,0.03,14600,36.69704818725586,54.21400231176692,true
train_loss,7tf00man,norm-only,0.03,14800,30.769031524658203,51.869505233056046,true
train_loss,7tf00man,norm-only,0.03,15000,32.313541412353516,49.91390885098579,true
train_loss,ha6twq89,norm-only,0.003,0,23765.4140625,23765.4140625,true
train_loss,ha6twq89,norm-only,0.003,200,640.6768798828125,21452.940344238283,true
train_loss,ha6twq89,norm-only,0.003,400,455.4497375488281,19353.19128356934,true
train_loss,ha6twq89,norm-only,0.003,600,294.8659362792969,17447.35874884034,true
train_loss,ha6twq89,norm-only,0.003,800,309.411865234375,15733.564060479743,true
train_loss,ha6twq89,norm-only,0.003,1000,219.25282287597656,14182.132936719365,true
train_loss,ha6twq89,norm-only,0.003,1200,318.8373718261719,12795.803380230047,true
train_loss,ha6twq89,norm-only,0.003,1400,215.43923950195312,11537.766966157238,true
train_loss,ha6twq89,norm-only,0.003,1600,448.46112060546875,10428.836381602061,true
train_loss,ha6twq89,norm-only,0.003,1800,138.0059814453125,9399.753341586387,true
train_loss,ha6twq89,norm-only,0.003,2000,200.8856201171875,8479.866569439468,true
train_loss,ha6twq89,norm-only,0.003,2200,140.3212127685547,7645.912033772377,true
train_loss,ha6twq89,norm-only,0.003,2400,155.14401245117188,6896.835231640257,true
train_loss,ha6twq89,norm-only,0.003,2600,127.12129211425781,6219.863837687658,true
train_loss,ha6twq89,norm-only,0.003,2800,142.92578125,5612.170032043892,true
train_loss,ha6twq89,norm-only,0.003,3000,145.43905639648438,5065.496934479152,true
train_loss,ha6twq89,norm-only,0.003,3200,96.3161849975586,4568.578859530992,true
train_loss,ha6twq89,norm-only,0.003,3400,116.46344757080078,4123.367318334974,true
train_loss,ha6twq89,norm-only,0.003,3600,95.12721252441406,3720.543307753918,true
train_loss,ha6twq89,norm-only,0.003,3800,96.89579010009766,3358.1785559885357,true
train_loss,ha6twq89,norm-only,0.003,4000,142.21234130859375,3036.581934520542,true
train_loss,ha6twq89,norm-only,0.003,4200,127.92059326171875,2745.7158003946597,true
train_loss,ha6twq89,norm-only,0.003,4400,92.9674301147461,2480.4409633666683,true
train_loss,ha6twq89,norm-only,0.003,4600,75.42919158935547,2239.939786188937,true
train_loss,ha6twq89,norm-only,0.003,4800,75.40571594238281,2023.4863791642817,true
train_loss,ha6twq89,norm-only,0.003,5000,87.466064453125,1829.884347693166,true
train_loss,ha6twq89,norm-only,0.003,5200,98.97331237792969,1656.7932441616424,true
train_loss,ha6twq89,norm-only,0.003,5400,71.99048614501953,1498.31296835998,true
train_loss,ha6twq89,norm-only,0.003,5600,67.5929183959961,1355.2409633635816,true
train_loss,ha6twq89,norm-only,0.003,5800,59.39303970336914,1225.6561709975604,true
train_loss,ha6twq89,norm-only,0.003,6000,58.85593032836914,1108.976146930641,true
train_loss,ha6twq89,norm-only,0.003,6200,60.11882400512695,1004.0904146380898,true
train_loss,ha6twq89,norm-only,0.003,6400,54.98102951049805,909.1794761253306,true
train_loss,ha6twq89,norm-only,0.003,6600,62.84174346923828,824.5457028597214,true
train_loss,ha6twq89,norm-only,0.003,6800,60.06629180908203,748.0977617546575,true
train_loss,ha6twq89,norm-only,0.003,7000,51.566429138183594,678.4446284930102,true
train_loss,ha6twq89,norm-only,0.003,7200,54.19142150878906,616.0193077945881,true
train_loss,ha6twq89,norm-only,0.003,7400,51.66545867919922,559.5839228830492,true
train_loss,ha6twq89,norm-only,0.003,7600,47.94699478149414,508.42023007289373,true
train_loss,ha6twq89,norm-only,0.003,7800,49.19636154174805,462.49784321977916,true
train_loss,ha6twq89,norm-only,0.003,8000,45.179256439208984,420.7659845417221,true
train_loss,ha6twq89,norm-only,0.003,8200,47.87516403198242,383.47690249074816,true
train_loss,ha6twq89,norm-only,0.003,8400,38.54107666015625,348.983319907689,true
train_loss,ha6twq89,norm-only,0.003,8600,47.045955657958984,318.789583482716,true
train_loss,ha6twq89,norm-only,0.003,8800,38.67946243286133,290.7785713777306,true
train_loss,ha6twq89,norm-only,0.003,9000,38.15513610839844,265.5162278507974,true
train_loss,ha6twq89,norm-only,0.003,9200,37.984500885009766,242.76305515421865,true
train_loss,ha6twq89,norm-only,0.003,9400,34.920166015625,221.9787662403593,true
train_loss,ha6twq89,norm-only,0.003,9600,33.29574966430664,203.11046458275405,true
train_loss,ha6twq89,norm-only,0.003,9800,36.79933547973633,186.47935167245228,true
train_loss,ha6twq89,norm-only,0.003,10000,35.28220748901367,171.3596372541084,true
train_loss,ha6twq89,norm-only,0.003,10200,30.578994750976562,157.28157300379522,true
train_loss,ha6twq89,norm-only,0.003,10400,30.083026885986328,144.56171839201434,true
train_loss,ha6twq89,norm-only,0.003,10600,32.708984375,133.3764449903129,true
train_loss,ha6twq89,norm-only,0.003,10800,31.316251754760742,123.1704256667577,true
train_loss,ha6twq89,norm-only,0.003,11000,28.836265563964844,113.7370096564784,true
train_loss,ha6twq89,norm-only,0.003,11200,28.33778953552246,105.1970876443828,true
train_loss,ha6twq89,norm-only,0.003,11400,29.946090698242188,97.67198794976875,true
train_loss,ha6twq89,norm-only,0.003,11600,26.749000549316406,90.57968920972351,true
train_loss,ha6twq89,norm-only,0.003,11800,26.232757568359375,84.1449960455871,true
train_loss,ha6twq89,norm-only,0.003,12000,27.031179428100586,78.43361438383845,true
train_loss,ha6twq89,norm-only,0.003,12200,27.900726318359375,73.38032557729055,true
train_loss,ha6twq89,norm-only,0.003,12400,22.80120849609375,68.32241386917087,true
train_loss,ha6twq89,norm-only,0.003,12600,25.665090560913086,64.0566815383451,true
train_loss,ha6twq89,norm-only,0.003,12800,24.242706298828125,60.075284014393404,true
train_loss,ha6twq89,norm-only,0.003,13000,26.649885177612305,56.7327441307153,true
train_loss,ha6twq89,norm-only,0.003,13200,20.783103942871094,53.13778011193087,true
train_loss,ha6twq89,norm-only,0.003,13400,22.184003829956055,50.04240248373339,true
train_loss,ha6twq89,norm-only,0.003,13600,24.134700775146484,47.4516323128747,true
train_loss,ha6twq89,norm-only,0.003,13800,21.223526000976562,44.828821681684886,true
train_loss,ha6twq89,norm-only,0.003,14000,24.83707046508789,42.82964656002519,true
train_loss,ha6twq89,norm-only,0.003,14200,19.246261596679688,40.471308063690635,true
train_loss,ha6twq89,norm-only,0.003,14400,21.0617618560791,38.53035344292948,true
train_loss,ha6twq89,norm-only,0.003,14600,22.03932762145996,36.88125086078253,true
train_loss,ha6twq89,norm-only,0.003,14800,19.9970703125,35.192832805954275,true
train_loss,ha6twq89,norm-only,0.003,15000,21.081830978393555,33.7817326231982,true
train_loss,rdj7ayvr,norm-only,0.1,0,23665.47265625,23665.47265625,true
train_loss,rdj7ayvr,norm-only,0.1,200,534.7239990234375,21352.397790527346,true
train_loss,rdj7ayvr,norm-only,0.1,400,301.5690002441406,19247.314911499023,true
train_loss,rdj7ayvr,norm-only,0.1,600,263.3120422363281,17348.914624572753,true
train_loss,rdj7ayvr,norm-only,0.1,800,265.16143798828125,15640.539305914306,true
train_loss,rdj7ayvr,norm-only,0.1,1000,314.165283203125,14107.90190364319,true
train_loss,rdj7ayvr,norm-only,0.1,1200,307.61004638671875,12727.872717917544,true
train_loss,rdj7ayvr,norm-only,0.1,1400,252.3450927734375,11480.319955403133,true
train_loss,rdj7ayvr,norm-only,0.1,1600,237.84324645996094,10356.072284508815,true
train_loss,rdj7ayvr,norm-only,0.1,1800,184.09332275390625,9338.874388333325,true
train_loss,rdj7ayvr,norm-only,0.1,2000,204.1757049560547,8425.404519995598,true
train_loss,rdj7ayvr,norm-only,0.1,2200,164.88929748535156,7599.352997744573,true
train_loss,rdj7ayvr,norm-only,0.1,2400,167.14227294921875,6856.131925265038,true
train_loss,rdj7ayvr,norm-only,0.1,2600,196.59471130371094,6190.178203868906,true
train_loss,rdj7ayvr,norm-only,0.1,2800,195.8248291015625,5590.742866392172,true
train_loss,rdj7ayvr,norm-only,0.1,3000,176.521484375,5049.320728190454,true
train_loss,rdj7ayvr,norm-only,0.1,3200,155.49673461914062,4559.938328833323,true
train_loss,rdj7ayvr,norm-only,0.1,3400,163.20098876953125,4120.264594826944,true
train_loss,rdj7ayvr,norm-only,0.1,3600,168.4203643798828,3725.0801717822374,true
train_loss,rdj7ayvr,norm-only,0.1,3800,165.11550903320312,3369.083705507334,true
train_loss,rdj7ayvr,norm-only,0.1,4000,178.80577087402344,3050.055912044003,true
train_loss,rdj7ayvr,norm-only,0.1,4200,182.49484252929688,2763.299805092532,true
train_loss,rdj7ayvr,norm-only,0.1,4400,189.12892150878906,2505.882716734158,true
train_loss,rdj7ayvr,norm-only,0.1,4600,164.8506317138672,2271.7795082321286,true
train_loss,rdj7ayvr,norm-only,0.1,4800,161.71617126464844,2060.773174535381,true
train_loss,rdj7ayvr,norm-only,0.1,5000,171.62315368652344,1871.8581724504952,true
